Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Sales_Bin,Cluster,Cluster_Label
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,43.13,1.0,0.0,14.6642,High,0,Transaksi Menengah
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,30.87,6.999999999999999,0.0,14.2002,Medium,0,Transaksi Menengah
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,11.52,5.0,0.2,4.176000000000001,Low,0,Transaksi Menengah
Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Technology,Accessories,35.36,2.0,0.2,-3.094,Medium,2,Transaksi Tinggi
Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Furniture,Furnishings,13.592,1.0,0.2,-0.3398000000000007,Low,2,Transaksi Tinggi
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,41.24,5.0,0.2,13.9185,Medium,1,Transaksi Rendah
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,36.672,3.0,0.2,6.4176,Medium,0,Transaksi Menengah
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,11.43,3.0,0.0,5.3721000000000005,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,30.44,2.0,0.0,14.915599999999998,Medium,1,Transaksi Rendah
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,12.96,2.0,0.0,6.350399999999998,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,16.0,4.0,0.0,7.679999999999999,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Appliances,32.67,3.0,0.0,8.4942,Medium,1,Transaksi Rendah
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Fasteners,4.464,3.0,0.2,-0.9486000000000004,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Binders,9.144000000000002,3.0,0.2,3.0860999999999996,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Binders,23.136,6.0,0.2,8.3868,Medium,1,Transaksi Rendah
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,21.36,5.0,0.2,7.208999999999999,Low,1,Transaksi Rendah
Second Class,Corporate,United States,Covington,Washington,98042,West,Furniture,Furnishings,46.9,5.0,0.0,13.132000000000001,High,1,Transaksi Rendah
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,18.72,5.0,0.2,6.552000000000001,Low,0,Transaksi Menengah
First Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Labels,18.9,3.0,0.0,8.693999999999999,Low,1,Transaksi Rendah
First Class,Corporate,United States,Brownsville,Texas,78521,Central,Office Supplies,Paper,10.688,2.0,0.2,3.7408,Low,1,Transaksi Rendah
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,5.184,1.0,0.2,1.8143999999999993,Low,2,Transaksi Tinggi
Second Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Art,9.912,3.0,0.2,3.2213999999999996,Low,2,Transaksi Tinggi
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,9.248000000000001,4.0,0.2,3.1212,Low,0,Transaksi Menengah
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Office Supplies,Binders,9.14,1.0,0.0,4.57,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Art,14.88,2.0,0.0,3.72,Low,0,Transaksi Menengah
Second Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,34.92,4.0,0.0,11.8728,Medium,2,Transaksi Tinggi
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,14.94,3.0,0.0,7.021800000000001,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,14.560000000000002,2.0,0.0,6.260799999999999,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,13.568,4.0,0.2,3.222399999999999,Low,1,Transaksi Rendah
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,5.48,2.0,0.0,1.4795999999999998,Low,2,Transaksi Tinggi
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Fasteners,31.12,4.0,0.0,0.3111999999999994,Medium,2,Transaksi Tinggi
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Paper,6.54,1.0,0.0,3.0084,Low,2,Transaksi Tinggi
Second Class,Home Office,United States,Huntington Beach,California,92646,West,Office Supplies,Envelopes,12.78,1.0,0.0,5.751,Low,2,Transaksi Tinggi
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,18.464,4.0,0.2,6.9239999999999995,Low,2,Transaksi Tinggi
Standard Class,Home Office,United States,Fargo,North Dakota,58103,Central,Office Supplies,Art,2.48,1.0,0.0,0.8680000000000002,Low,2,Transaksi Tinggi
Standard Class,Home Office,United States,Fargo,North Dakota,58103,Central,Office Supplies,Binders,25.9,5.0,0.0,12.691,Medium,2,Transaksi Tinggi
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Office Supplies,Paper,29.9,5.0,0.0,14.651,Medium,2,Transaksi Tinggi
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,12.96,2.0,0.0,6.220800000000001,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,10.272,3.0,0.2,3.2100000000000004,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Binders,4.448,2.0,0.2,1.4455999999999996,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Fasteners,4.96,4.0,0.0,2.3311999999999995,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Furnishings,18.84,3.0,0.0,7.912800000000001,Low,0,Transaksi Menengah
Same Day,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,6.08,2.0,0.0,2.0672,Low,0,Transaksi Menengah
Second Class,Corporate,United States,Atlantic City,New Jersey,8401,East,Office Supplies,Envelopes,23.36,2.0,0.0,11.680000000000001,Medium,1,Transaksi Rendah
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,46.384,2.0,0.2,5.2182,High,0,Transaksi Menengah
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,9.248000000000001,2.0,0.2,3.3524000000000007,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,62.03999999999999,5.0,0.2,4.653,High,0,Transaksi Menengah
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,13.120000000000001,5.0,0.2,2.132,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,29.36,2.0,0.0,13.5056,Medium,0,Transaksi Menengah
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,15.92,4.0,0.0,7.482399999999998,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Storage,15.140000000000002,1.0,0.0,0.6056000000000006,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Labels,5.76,2.0,0.0,2.6496,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Office Supplies,Envelopes,21.728,6.999999999999999,0.2,7.604799999999999,Medium,0,Transaksi Menengah
Same Day,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,9.240000000000002,3.0,0.0,2.9568000000000003,Low,1,Transaksi Rendah
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,35.88,6.0,0.0,16.146,Medium,1,Transaksi Rendah
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,17.04,3.0,0.2,5.538,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,29.7,3.0,0.0,8.019,Medium,1,Transaksi Rendah
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,49.616,2.0,0.2,4.9616,High,1,Transaksi Rendah
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Envelopes,34.74,3.0,0.0,17.37,Medium,1,Transaksi Rendah
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,12.96,3.0,0.2,4.536,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,25.92,4.0,0.0,12.4416,Medium,1,Transaksi Rendah
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,22.32,5.0,0.2,5.301,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Furniture,Furnishings,31.68,6.0,0.0,9.820800000000002,Medium,0,Transaksi Menengah
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,48.58,1.0,0.0,7.772799999999999,High,0,Transaksi Menengah
First Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Accessories,47.976,3.0,0.2,8.395799999999998,High,1,Transaksi Rendah
First Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,20.736,4.0,0.2,7.2576,Low,1,Transaksi Rendah
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Fasteners,15.000000000000002,3.0,0.0,7.200000000000002,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Office Supplies,Art,2.84,1.0,0.0,0.8804000000000005,Low,1,Transaksi Rendah
Second Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,41.94,2.0,0.0,15.0984,High,1,Transaksi Rendah
Second Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Phones,52.792,1.0,0.2,4.619300000000001,High,1,Transaksi Rendah
Second Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Art,17.94,3.0,0.0,4.485,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,14.400000000000002,5.0,0.0,6.623999999999999,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Art,9.320000000000002,4.0,0.0,2.7028000000000008,Low,1,Transaksi Rendah
Standard Class,Consumer,United States,Roseville,California,95661,West,Furniture,Furnishings,17.31,3.0,0.0,5.192999999999999,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,7.872,3.0,0.2,0.5904000000000004,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,36.56,4.0,0.0,18.28,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,5.248,2.0,0.2,0.4591999999999998,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,38.256,3.0,0.2,4.781999999999999,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,40.24,5.0,0.2,13.078000000000001,Medium,0,Transaksi Menengah
Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,12.96,2.0,0.0,6.220800000000001,Low,1,Transaksi Rendah
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,22.96,6.999999999999999,0.0,6.658399999999999,Medium,0,Transaksi Menengah
First Class,Consumer,United States,Moreno Valley,California,92553,West,Office Supplies,Paper,19.44,3.0,0.0,9.331200000000003,Low,0,Transaksi Menengah
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Paper,9.54,2.0,0.0,4.293,Low,0,Transaksi Menengah
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Fasteners,5.81,1.0,0.0,1.8011000000000004,Low,0,Transaksi Menengah
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Art,5.76,2.0,0.0,1.7279999999999998,Low,0,Transaksi Menengah
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,14.910000000000002,3.0,0.0,4.6221,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Paper,18.54,2.0,0.0,8.713799999999999,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Art,7.44,3.0,0.0,2.6040000000000005,Low,0,Transaksi Menengah
Standard Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Appliances,39.48,1.0,0.0,11.0544,Medium,2,Transaksi Tinggi
Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Accessories,23.344,2.0,0.2,-1.459,Medium,1,Transaksi Rendah
Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Labels,16.52,5.0,0.2,5.369000000000001,Low,1,Transaksi Rendah
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,12.53,1.0,0.0,5.8891,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Art,34.58,1.0,0.0,10.0282,Medium,0,Transaksi Menengah
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,59.52,3.0,0.0,15.475199999999997,High,1,Transaksi Rendah
First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,4.544,2.0,0.2,1.6472,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Marion,Ohio,43302,East,Office Supplies,Envelopes,19.872,3.0,0.2,6.7068,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Huntsville,Alabama,35810,South,Office Supplies,Art,19.56,4.0,0.0,5.476800000000001,Low,1,Transaksi Rendah
Second Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,25.92,4.0,0.0,12.4416,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Art,15.92,5.0,0.2,2.7859999999999996,Low,0,Transaksi Menengah
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Binders,30.4,1.0,0.0,13.984,Medium,2,Transaksi Tinggi
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,40.08,6.0,0.0,19.2384,Medium,2,Transaksi Tinggi
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Furnishings,38.97,3.0,0.0,4.6764,Medium,2,Transaksi Tinggi
Same Day,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,23.472,3.0,0.2,4.987800000000001,Medium,0,Transaksi Menengah
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,14.94,3.0,0.0,7.021800000000001,Low,2,Transaksi Tinggi
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,17.3,1.0,0.0,8.304,Low,1,Transaksi Rendah
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Paper,12.96,2.0,0.0,6.220800000000001,Low,1,Transaksi Rendah
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Supplies,25.71,3.0,0.0,6.684599999999999,Medium,2,Transaksi Tinggi
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Fasteners,17.28,6.0,0.0,8.1216,Low,2,Transaksi Tinggi
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Paper,11.560000000000002,2.0,0.0,5.6644,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Art,8.640000000000002,3.0,0.0,2.5056,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Orem,Utah,84057,West,Office Supplies,Art,11.680000000000001,2.0,0.0,4.204799999999999,Low,1,Transaksi Rendah
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,40.776,3.0,0.2,0.5096999999999996,Medium,0,Transaksi Menengah
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,47.952,3.0,0.2,16.1838,High,0,Transaksi Menengah
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,40.776,3.0,0.2,0.5096999999999996,Medium,0,Transaksi Menengah
Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,29.6,5.0,0.2,9.25,Medium,1,Transaksi Rendah
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,59.52,3.0,0.0,15.475199999999997,High,1,Transaksi Rendah
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Envelopes,17.48,2.0,0.0,8.215599999999998,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,13.168000000000001,2.0,0.2,4.6088000000000005,Low,1,Transaksi Rendah
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Appliances,40.74,3.0,0.0,12.222,Medium,2,Transaksi Tinggi
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,24.224,2.0,0.2,-4.8448,Medium,0,Transaksi Menengah
Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,17.52,3.0,0.0,6.307200000000001,Low,2,Transaksi Tinggi
Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Art,17.856,4.0,0.2,4.2408,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,10.688,2.0,0.2,3.7408,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,15.232000000000001,4.0,0.2,5.5216,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Art,12.42,3.0,0.0,5.216400000000001,Low,0,Transaksi Menengah
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,6.58,2.0,0.0,3.026800000000001,Low,2,Transaksi Tinggi
Second Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Phones,35.12,2.0,0.2,13.17,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,25.92,4.0,0.0,12.4416,Medium,0,Transaksi Menengah
Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Office Supplies,Binders,7.96,2.0,0.0,3.741199999999999,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Office Supplies,Art,9.840000000000002,3.0,0.0,2.8535999999999992,Low,1,Transaksi Rendah
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Accessories,25.488,2.0,0.2,4.779000000000001,Medium,2,Transaksi Tinggi
Second Class,Home Office,United States,Long Beach,New York,11561,East,Office Supplies,Fasteners,7.56,6.0,0.0,0.3024000000000004,Low,2,Transaksi Tinggi
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,34.6,2.0,0.0,16.608,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,33.02,2.0,0.0,15.8496,Medium,0,Transaksi Menengah
First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Furniture,Furnishings,17.088,2.0,0.2,1.0679999999999994,Low,1,Transaksi Rendah
Second Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Art,3.008,2.0,0.2,0.33839999999999926,Low,1,Transaksi Rendah
Second Class,Corporate,United States,Buffalo,New York,14215,East,Technology,Phones,43.6,4.0,0.0,12.208000000000002,High,1,Transaksi Rendah
Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Paper,42.208,2.0,0.2,13.7176,High,0,Transaksi Menengah
First Class,Consumer,United States,Plano,Texas,75023,Central,Office Supplies,Paper,10.368,2.0,0.2,3.6288,Low,0,Transaksi Menengah
First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Art,2.224,1.0,0.2,0.5559999999999995,Low,2,Transaksi Tinggi
Same Day,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Art,17.52,3.0,0.0,5.255999999999999,Low,1,Transaksi Rendah
First Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Art,7.152,3.0,0.2,0.7151999999999997,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,26.72,5.0,0.2,9.351999999999999,Medium,0,Transaksi Menengah
Same Day,Corporate,United States,Riverside,California,92503,West,Office Supplies,Appliances,45.96,2.0,0.0,13.788,High,1,Transaksi Rendah
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Technology,Accessories,59.976,3.0,0.2,11.995199999999999,High,0,Transaksi Menengah
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,6.12,3.0,0.0,2.8764,Low,0,Transaksi Menengah
Standard Class,Home Office,United States,Moreno Valley,California,92553,West,Office Supplies,Appliances,10.980000000000002,1.0,0.0,2.9646,Low,2,Transaksi Tinggi
Standard Class,Home Office,United States,Moreno Valley,California,92553,West,Office Supplies,Fasteners,7.86,3.0,0.0,3.6156,Low,2,Transaksi Tinggi
Standard Class,Home Office,United States,Moreno Valley,California,92553,West,Office Supplies,Storage,51.45,3.0,0.0,13.891499999999999,High,2,Transaksi Tinggi
Standard Class,Home Office,United States,Moreno Valley,California,92553,West,Office Supplies,Binders,37.056,3.0,0.2,13.896,Medium,2,Transaksi Tinggi
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Technology,Phones,29.56,4.0,0.0,7.9812,Medium,0,Transaksi Menengah
Second Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,45.248,2.0,0.2,3.9592,High,1,Transaksi Rendah
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,25.06,2.0,0.0,11.7782,Medium,0,Transaksi Menengah
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Fasteners,7.896,3.0,0.2,2.4675000000000002,Low,0,Transaksi Menengah
First Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Accessories,39.984,2.0,0.2,-1.4993999999999998,Medium,1,Transaksi Rendah
Second Class,Corporate,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,32.4,5.0,0.0,15.876000000000001,Medium,1,Transaksi Rendah
Standard Class,Corporate,United States,Middletown,Connecticut,6457,East,Office Supplies,Binders,26.9,5.0,0.0,13.181,Medium,1,Transaksi Rendah
Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Furnishings,40.48,2.0,0.0,14.572799999999999,Medium,0,Transaksi Menengah
Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Labels,12.000000000000002,4.0,0.2,4.2,Low,2,Transaksi Tinggi
Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Storage,25.424,1.0,0.2,-4.767,Medium,2,Transaksi Tinggi
Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Art,2.816,2.0,0.2,0.31679999999999936,Low,2,Transaksi Tinggi
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Art,47.616,3.0,0.2,5.951999999999999,High,0,Transaksi Menengah
First Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Paper,4.77,1.0,0.0,2.1464999999999996,Low,0,Transaksi Menengah
First Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Art,7.98,3.0,0.0,2.0748,Low,0,Transaksi Menengah
First Class,Consumer,United States,Clinton,Maryland,20735,East,Furniture,Furnishings,10.56,6.0,0.0,4.646400000000001,Low,0,Transaksi Menengah
First Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Phones,17.52,2.0,0.2,-3.504,Low,2,Transaksi Tinggi
Second Class,Home Office,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Paper,35.88,6.0,0.0,17.5812,Medium,2,Transaksi Tinggi
Standard Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Art,8.640000000000002,3.0,0.0,2.5056,Low,2,Transaksi Tinggi
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Envelopes,9.912,3.0,0.2,3.2213999999999996,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Art,59.52,3.0,0.0,15.475199999999997,High,1,Transaksi Rendah
Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Binders,50.352,3.0,0.2,17.6232,High,1,Transaksi Rendah
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Phones,19.136,2.0,0.2,1.9136,Low,0,Transaksi Menengah
Standard Class,Home Office,United States,West Palm Beach,Florida,33407,South,Office Supplies,Art,13.120000000000001,5.0,0.2,2.132,Low,2,Transaksi Tinggi
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Labels,12.600000000000001,2.0,0.0,5.795999999999999,Low,1,Transaksi Rendah
Standard Class,Consumer,United States,Des Moines,Iowa,50315,Central,Office Supplies,Envelopes,6.12,3.0,0.0,2.8764,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,45.96,2.0,0.0,13.788,High,0,Transaksi Menengah
Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Storage,18.936,3.0,0.2,-3.7872,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Storage,12.672,3.0,0.2,-3.168,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Labels,5.04,2.0,0.2,1.764,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,8.448,2.0,0.2,2.9568000000000003,Low,1,Transaksi Rendah
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Paper,9.96,2.0,0.0,4.8804,Low,2,Transaksi Tinggi
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,25.584,2.0,0.2,8.954399999999998,Medium,1,Transaksi Rendah
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,39.96,4.0,0.0,17.982,Medium,1,Transaksi Rendah
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,17.9,2.0,0.0,3.4009999999999994,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,18.496,4.0,0.2,6.704800000000001,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,13.380000000000003,2.0,0.0,6.1548,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,24.0,2.0,0.2,-2.7000000000000006,Medium,0,Transaksi Menengah
Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Office Supplies,Envelopes,24.448,4.0,0.2,8.8624,Medium,1,Transaksi Rendah
